"MESH_TYPE"	"MESH_SOURCE_CODE"	"MESH_SOURCE_NAME"	"RECORD_COUNT"	"RECORD_TYPE"
"CONDITION"	"D055008"	"Anthracosis"	355	"DISTINCT PERSON"
"CONDITION"	"D020434"	"Abducens Nerve Diseases"	2503	"DISTINCT PERSON"
"CONDITION"	"D000379"	"Agoraphobia"	1201	"DISTINCT PERSON"
"CONDITION"	"D000152"	"Acne Vulgaris"	200539	"DISTINCT PERSON"
"CONDITION"	"D000069316"	"Acne Conglobata"	1242	"DISTINCT PERSON"
"CONDITION"	"D000026"	"Abortion, Habitual"	2095	"DISTINCT PERSON"
"CONDITION"	"D000007"	"Abdominal Injuries"	15026	"DISTINCT PERSON"
"CONDITION"	"D000868"	"Anterior Compartment Syndrome"	1345	"DISTINCT PERSON"
"CONDITION"	"D001845"	"Bone Cysts"	9041	"DISTINCT PERSON"
"CONDITION"	"D017544"	"Aortic Aneurysm, Abdominal"	325	"DISTINCT PERSON"
"CONDITION"	"D000168"	"Acrocephalosyndactylia"	110	"DISTINCT PERSON"
"CONDITION"	"D000027"	"Abortion, Incomplete"	2690	"DISTINCT PERSON"
"CONDITION"	"D019973"	"Alcohol-Related Disorders"	8055	"DISTINCT PERSON"
"CONDITION"	"D019896"	"alpha 1-Antitrypsin Deficiency"	1913	"DISTINCT PERSON"
"CONDITION"	"D000033"	"Abortion, Threatened"	67536	"DISTINCT PERSON"
"CONDITION"	"D020269"	"Alcoholic Neuropathy"	621	"DISTINCT PERSON"
"CONDITION"	"D019867"	"Anti-Glomerular Basement Membrane Disease"	110	"DISTINCT PERSON"
"CONDITION"	"D001165"	"Arteriovenous Malformations"	527	"DISTINCT PERSON"
"CONDITION"	"D001010"	"Anxiety, Separation"	2099	"DISTINCT PERSON"
"CONDITION"	"D056735"	"Autoimmune Lymphoproliferative Syndrome"	159	"DISTINCT PERSON"
"CONDITION"	"D000542"	"Alveolitis, Extrinsic Allergic"	1758	"DISTINCT PERSON"
"CONDITION"	"D000153"	"Acne Keloid"	2014	"DISTINCT PERSON"
"CONDITION"	"D020016"	"Activated Protein C Resistance"	4618	"DISTINCT PERSON"
"CONDITION"	"D000756"	"Anemia, Sideroblastic"	3516	"DISTINCT PERSON"
"CONDITION"	"D000052"	"Acanthosis Nigricans"	6160	"DISTINCT PERSON"
"CONDITION"	"D000506"	"Alopecia Areata"	24284	"DISTINCT PERSON"
"CONDITION"	"D001017"	"Aortic Coarctation"	3810	"DISTINCT PERSON"
"CONDITION"	"D000006"	"Abdomen, Acute"	10999	"DISTINCT PERSON"
"CONDITION"	"C537055"	"Alopecia universalis"	280	"DISTINCT PERSON"
"CONDITION"	"D015875"	"Anisocoria"	5467	"DISTINCT PERSON"
"CONDITION"	"D018798"	"Anemia, Iron-Deficiency"	268473	"DISTINCT PERSON"
"CONDITION"	"C562384"	"Branchial Cleft Anomalies"	522	"DISTINCT PERSON"
"CONDITION"	"D000783"	"Aneurysm"	957	"DISTINCT PERSON"
"CONDITION"	"D020436"	"Accessory Nerve Diseases"	207	"DISTINCT PERSON"
"CONDITION"	"D065635"	"Benign Paroxysmal Positional Vertigo"	70289	"DISTINCT PERSON"
"CONDITION"	"D002310"	"Cardiomyopathy, Alcoholic"	728	"DISTINCT PERSON"
"CONDITION"	"C562419"	"Blepharophimosis, Ptosis, and Epicanthus Inversus"	335	"DISTINCT PERSON"
"CONDITION"	"D001289"	"Attention Deficit Disorder with Hyperactivity"	426383	"DISTINCT PERSON"
"CONDITION"	"D000789"	"Angina, Unstable"	33305	"DISTINCT PERSON"
"CONDITION"	"C563178"	"Aortic Valve Disease"	59105	"DISTINCT PERSON"
"CONDITION"	"D016512"	"Ankle Injuries"	17312	"DISTINCT PERSON"
"CONDITION"	"D003128"	"Coma"	4009	"DISTINCT PERSON"
"CONDITION"	"D000686"	"Amyloidosis"	1724	"DISTINCT PERSON"
"CONDITION"	"D006502"	"Budd-Chiari Syndrome"	955	"DISTINCT PERSON"
"CONDITION"	"D003316"	"Corneal Diseases"	3017	"DISTINCT PERSON"
"CONDITION"	"D000471"	"Alkalosis"	4175	"DISTINCT PERSON"
"CONDITION"	"D000568"	"Amenorrhea"	207685	"DISTINCT PERSON"
"CONDITION"	"D002278"	"Carcinoma in Situ"	1033	"DISTINCT PERSON"
"CONDITION"	"D001134"	"Arm Injuries"	35534	"DISTINCT PERSON"
"CONDITION"	"D017085"	"alpha-Thalassemia"	1106	"DISTINCT PERSON"
"CONDITION"	"D001935"	"Branchioma"	1036	"DISTINCT PERSON"
"CONDITION"	"D001072"	"Apraxias"	1971	"DISTINCT PERSON"
"CONDITION"	"D015783"	"Aniridia"	230	"DISTINCT PERSON"
"CONDITION"	"D015210"	"Arthritis, Gouty"	27005	"DISTINCT PERSON"
"CONDITION"	"D001519"	"Behavior"	8974	"DISTINCT PERSON"
"CONDITION"	"D000752"	"Anemia, Pernicious"	20031	"DISTINCT PERSON"
"CONDITION"	"D001064"	"Appendicitis"	20135	"DISTINCT PERSON"
"CONDITION"	"D001919"	"Bradycardia"	30288	"DISTINCT PERSON"
"CONDITION"	"D054537"	"Atrioventricular Block"	2609	"DISTINCT PERSON"
"CONDITION"	"D016470"	"Bacteremia"	13295	"DISTINCT PERSON"
"CONDITION"	"D000308"	"Adrenocortical Hyperfunction"	7232	"DISTINCT PERSON"
"CONDITION"	"D020516"	"Brachial Plexus Neuropathies"	16238	"DISTINCT PERSON"
"CONDITION"	"D020324"	"Amnesia, Anterograde"	515	"DISTINCT PERSON"
"CONDITION"	"D029502"	"Anemia, Hypoplastic, Congenital"	191	"DISTINCT PERSON"
"CONDITION"	"D003877"	"Dermatitis, Contact"	698157	"DISTINCT PERSON"
"CONDITION"	"D020817"	"Asperger Syndrome"	4970	"DISTINCT PERSON"
"CONDITION"	"C537048"	"Allanson Pantzar McLeod syndrome"	1247	"DISTINCT PERSON"
"CONDITION"	"D000307"	"Adrenal Gland Diseases"	20208	"DISTINCT PERSON"
"CONDITION"	"D000374"	"Aggression"	226	"DISTINCT PERSON"
"CONDITION"	"D000380"	"Agranulocytosis"	5119	"DISTINCT PERSON"
"CONDITION"	"D000196"	"Actinomycosis"	1751	"DISTINCT PERSON"
"CONDITION"	"D002062"	"Bursitis"	33115	"DISTINCT PERSON"
"CONDITION"	"D001987"	"Bronchiectasis"	10904	"DISTINCT PERSON"
"CONDITION"	"D001282"	"Atrial Flutter"	22735	"DISTINCT PERSON"
"CONDITION"	"D017109"	"Akathisia, Drug-Induced"	104	"DISTINCT PERSON"
"CONDITION"	"D000275"	"Adjustment Disorders"	188615	"DISTINCT PERSON"
"CONDITION"	"D000647"	"Amnesia"	55648	"DISTINCT PERSON"
"CONDITION"	"D000690"	"Amyotrophic Lateral Sclerosis"	1514	"DISTINCT PERSON"
"CONDITION"	"D001528"	"Behcet Syndrome"	1264	"DISTINCT PERSON"
"CONDITION"	"D020757"	"Amaurosis Fugax"	769	"DISTINCT PERSON"
"CONDITION"	"D001765"	"Blind Loop Syndrome"	243	"DISTINCT PERSON"
"CONDITION"	"D001228"	"Aspergillosis"	1205	"DISTINCT PERSON"
"CONDITION"	"C538494"	"Aplastic anemia, idiopathic"	155	"DISTINCT PERSON"
"CONDITION"	"D001471"	"Barrett Esophagus"	53750	"DISTINCT PERSON"
"CONDITION"	"D001037"	"Aphasia"	10527	"DISTINCT PERSON"
"CONDITION"	"D059445"	"Anhedonia"	485	"DISTINCT PERSON"
"CONDITION"	"D056586"	"Acute Chest Syndrome"	462	"DISTINCT PERSON"
"CONDITION"	"D001778"	"Blood Coagulation Disorders"	41704	"DISTINCT PERSON"
"CONDITION"	"D000138"	"Acidosis"	34051	"DISTINCT PERSON"
"CONDITION"	"D001167"	"Arteritis"	7314	"DISTINCT PERSON"
"CONDITION"	"D001102"	"Arbovirus Infections"	492	"DISTINCT PERSON"
"CONDITION"	"D000037"	"Abruptio Placentae"	1288	"DISTINCT PERSON"
"CONDITION"	"D001201"	"Ascites"	34275	"DISTINCT PERSON"
"CONDITION"	"D001014"	"Aortic Aneurysm"	8145	"DISTINCT PERSON"
"CONDITION"	"D000749"	"Anemia, Megaloblastic"	1895	"DISTINCT PERSON"
"CONDITION"	"D002180"	"Candidiasis, Oral"	52706	"DISTINCT PERSON"
"CONDITION"	"D001229"	"Aspergillosis, Allergic Bronchopulmonary"	781	"DISTINCT PERSON"
"CONDITION"	"D059787"	"Acute Pain"	83438	"DISTINCT PERSON"
"CONDITION"	"D002037"	"Bundle-Branch Block"	1948	"DISTINCT PERSON"
"CONDITION"	"D003192"	"Compulsive Behavior"	629	"DISTINCT PERSON"
"CONDITION"	"D001883"	"Borderline Personality Disorder"	10395	"DISTINCT PERSON"
"CONDITION"	"D001946"	"Breech Presentation"	8470	"DISTINCT PERSON"
"CONDITION"	"D056833"	"Central Serous Chorioretinopathy"	7712	"DISTINCT PERSON"
"CONDITION"	"D002481"	"Cellulitis"	36100	"DISTINCT PERSON"
"CONDITION"	"D001247"	"Asthenia"	65914	"DISTINCT PERSON"
"CONDITION"	"C537005"	"Complement component 5 deficiency"	6989	"DISTINCT PERSON"
"CONDITION"	"D000787"	"Angina Pectoris"	80140	"DISTINCT PERSON"
"CONDITION"	"D002280"	"Carcinoma, Basal Cell"	28107	"DISTINCT PERSON"
"CONDITION"	"D003449"	"Cryoglobulinemia"	237	"DISTINCT PERSON"
"CONDITION"	"D000799"	"Angioedema"	30966	"DISTINCT PERSON"
"CONDITION"	"D001249"	"Asthma"	738582	"DISTINCT PERSON"
"CONDITION"	"D004535"	"Ehlers-Danlos Syndrome"	4889	"DISTINCT PERSON"
"CONDITION"	"D002305"	"Cardiac Tamponade"	933	"DISTINCT PERSON"
"CONDITION"	"D000741"	"Anemia, Aplastic"	2141	"DISTINCT PERSON"
"CONDITION"	"D002524"	"Cerebellar Ataxia"	1528	"DISTINCT PERSON"
"CONDITION"	"D053713"	"Azoospermia"	2300	"DISTINCT PERSON"
"CONDITION"	"D001932"	"Brain Neoplasms"	7827	"DISTINCT PERSON"
"CONDITION"	"D001195"	"Asbestosis"	930	"DISTINCT PERSON"
"CONDITION"	"D020330"	"Bell Palsy"	18472	"DISTINCT PERSON"
"CONDITION"	"D001161"	"Arteriosclerosis"	5642	"DISTINCT PERSON"
"CONDITION"	"D003027"	"Cluster Headache"	9026	"DISTINCT PERSON"
"CONDITION"	"D001941"	"Breast Diseases"	161300	"DISTINCT PERSON"
"CONDITION"	"D001924"	"Brain Concussion"	38900	"DISTINCT PERSON"
"CONDITION"	"D001847"	"Bone Diseases"	97313	"DISTINCT PERSON"
"CONDITION"	"D000755"	"Anemia, Sickle Cell"	4297	"DISTINCT PERSON"
"CONDITION"	"D003424"	"Crohn Disease"	134892	"DISTINCT PERSON"
"CONDITION"	"D001164"	"Arteriovenous Fistula"	413	"DISTINCT PERSON"
"CONDITION"	"D000853"	"Anophthalmos"	639	"DISTINCT PERSON"
"CONDITION"	"D002549"	"Diffuse Cerebral Sclerosis of Schilder"	120	"DISTINCT PERSON"
"CONDITION"	"D003483"	"Cutis Laxa"	25239	"DISTINCT PERSON"
"CONDITION"	"D000754"	"Anemia, Refractory, with Excess of Blasts"	314	"DISTINCT PERSON"
"CONDITION"	"D016117"	"Albinism, Ocular"	100	"DISTINCT PERSON"
"CONDITION"	"D013734"	"Androgen-Insensitivity Syndrome"	697	"DISTINCT PERSON"
"CONDITION"	"D001446"	"Balanitis"	5614	"DISTINCT PERSON"
"CONDITION"	"D020236"	"Amnesia, Transient Global"	2193	"DISTINCT PERSON"
"CONDITION"	"D041881"	"Cholecystitis, Acute"	16855	"DISTINCT PERSON"
"CONDITION"	"D017043"	"Chalazion"	42965	"DISTINCT PERSON"
"CONDITION"	"D001759"	"Blastomycosis"	143	"DISTINCT PERSON"
"CONDITION"	"D001602"	"Beriberi"	116	"DISTINCT PERSON"
"CONDITION"	"D000532"	"Altitude Sickness"	1836	"DISTINCT PERSON"
"CONDITION"	"D000745"	"Anemia, Hemolytic, Congenital"	1449	"DISTINCT PERSON"
"CONDITION"	"D000844"	"Ankylosis"	845	"DISTINCT PERSON"
"CONDITION"	"D017086"	"beta-Thalassemia"	1417	"DISTINCT PERSON"
"CONDITION"	"D001656"	"Biliary Atresia"	398	"DISTINCT PERSON"
"CONDITION"	"D002318"	"Cardiovascular Diseases"	35861	"DISTINCT PERSON"
"CONDITION"	"D001321"	"Autistic Disorder"	29323	"DISTINCT PERSON"
"CONDITION"	"D001168"	"Arthritis"	10885	"DISTINCT PERSON"
"CONDITION"	"D003790"	"Dental Pulp Necrosis"	274	"DISTINCT PERSON"
"CONDITION"	"D001480"	"Basal Ganglia Diseases"	1185	"DISTINCT PERSON"
"CONDITION"	"D017545"	"Aortic Aneurysm, Thoracic"	11182	"DISTINCT PERSON"
"CONDITION"	"D001139"	"Arnold-Chiari Malformation"	1049	"DISTINCT PERSON"
"CONDITION"	"D020968"	"Brachial Plexus Neuritis"	627	"DISTINCT PERSON"
"CONDITION"	"D000784"	"Aneurysm, Dissecting"	662	"DISTINCT PERSON"
"CONDITION"	"D001342"	"Autonomic Nervous System Diseases"	8813	"DISTINCT PERSON"
"CONDITION"	"D001170"	"Arthritis, Infectious"	4338	"DISTINCT PERSON"
"CONDITION"	"D000425"	"Alcohol Amnestic Disorder"	195	"DISTINCT PERSON"
"CONDITION"	"D001416"	"Back Pain"	548372	"DISTINCT PERSON"
"CONDITION"	"D001049"	"Apnea"	14835	"DISTINCT PERSON"
"CONDITION"	"D016736"	"Antiphospholipid Syndrome"	2640	"DISTINCT PERSON"
"CONDITION"	"D020215"	"Carotid Artery, Internal, Dissection"	1665	"DISTINCT PERSON"
"CONDITION"	"D059268"	"Atrophic Vaginitis"	103006	"DISTINCT PERSON"
"CONDITION"	"D000417"	"Albinism"	110	"DISTINCT PERSON"
"CONDITION"	"D002639"	"Cheyne-Stokes Respiration"	556	"DISTINCT PERSON"
"CONDITION"	"D003865"	"Depressive Disorder, Major"	783839	"DISTINCT PERSON"
"CONDITION"	"D001943"	"Breast Neoplasms"	3162	"DISTINCT PERSON"
"CONDITION"	"D003218"	"Condylomata Acuminata"	37315	"DISTINCT PERSON"
"CONDITION"	"D002769"	"Cholelithiasis"	490	"DISTINCT PERSON"
"CONDITION"	"D002779"	"Cholestasis"	7090	"DISTINCT PERSON"
"CONDITION"	"D015266"	"Carcinoma, Merkel Cell"	1564	"DISTINCT PERSON"
"CONDITION"	"D003310"	"Cor Triatriatum"	105	"DISTINCT PERSON"
"CONDITION"	"D001172"	"Arthritis, Rheumatoid"	122449	"DISTINCT PERSON"
"CONDITION"	"D002825"	"Chorioretinitis"	2692	"DISTINCT PERSON"
"CONDITION"	"D003456"	"Cryptorchidism"	8010	"DISTINCT PERSON"
"CONDITION"	"C562396"	"Ankyloglossia"	14019	"DISTINCT PERSON"
"CONDITION"	"D002313"	"Cardiomyopathy, Restrictive"	946	"DISTINCT PERSON"
"CONDITION"	"D020220"	"Facial Nerve Injuries"	369	"DISTINCT PERSON"
"CONDITION"	"D061387"	"Chlamydial Pneumonia"	496	"DISTINCT PERSON"
"CONDITION"	"D000744"	"Anemia, Hemolytic, Autoimmune"	1795	"DISTINCT PERSON"
"CONDITION"	"D003111"	"Colonic Polyps"	68550	"DISTINCT PERSON"
"CONDITION"	"D001720"	"Birth Injuries"	310	"DISTINCT PERSON"
"CONDITION"	"D018500"	"Diabetes Insipidus, Nephrogenic"	543	"DISTINCT PERSON"
"CONDITION"	"D020210"	"Central Cord Syndrome"	151	"DISTINCT PERSON"
"CONDITION"	"D001763"	"Blepharoptosis"	23466	"DISTINCT PERSON"
"CONDITION"	"D016918"	"Arthritis, Reactive"	2119	"DISTINCT PERSON"
"CONDITION"	"D003929"	"Diabetic Neuropathies"	1912	"DISTINCT PERSON"
"CONDITION"	"D002771"	"Cholera"	369	"DISTINCT PERSON"
"CONDITION"	"D005117"	"Cardiac Complexes, Premature"	56748	"DISTINCT PERSON"
"CONDITION"	"D002647"	"Chilblains"	1031	"DISTINCT PERSON"
"CONDITION"	"D002543"	"Cerebral Hemorrhage"	8119	"DISTINCT PERSON"
"CONDITION"	"D003914"	"Dextrocardia"	186	"DISTINCT PERSON"
"CONDITION"	"D019080"	"Cafe-au-Lait Spots"	2191	"DISTINCT PERSON"
"CONDITION"	"D000987"	"Antisocial Personality Disorder"	706	"DISTINCT PERSON"
"CONDITION"	"D005633"	"Fructose Intolerance"	670	"DISTINCT PERSON"
"CONDITION"	"D004714"	"Endometrial Hyperplasia"	13460	"DISTINCT PERSON"
"CONDITION"	"D001251"	"Astigmatism"	56395	"DISTINCT PERSON"
"CONDITION"	"D000435"	"Alcoholic Intoxication"	8814	"DISTINCT PERSON"
"CONDITION"	"D001112"	"Arcus Senilis"	1612	"DISTINCT PERSON"
"CONDITION"	"D002446"	"Celiac Disease"	32902	"DISTINCT PERSON"
"CONDITION"	"D000757"	"Anencephaly"	162	"DISTINCT PERSON"
"CONDITION"	"D003440"	"Croup"	122257	"DISTINCT PERSON"
"CONDITION"	"D002972"	"Cleft Palate"	2485	"DISTINCT PERSON"
"CONDITION"	"D003329"	"Coronary Vasospasm"	1166	"DISTINCT PERSON"
"CONDITION"	"C562406"	"Bladder Diverticulum"	1757	"DISTINCT PERSON"
"CONDITION"	"D015858"	"Anisometropia"	9390	"DISTINCT PERSON"
"CONDITION"	"D001660"	"Biliary Tract Diseases"	21568	"DISTINCT PERSON"
"CONDITION"	"D001176"	"Arthrogryposis"	169	"DISTINCT PERSON"
"CONDITION"	"C562490"	"Cardiac Conduction Defect"	237153	"DISTINCT PERSON"
"CONDITION"	"D001899"	"Borrelia Infections"	1679	"DISTINCT PERSON"
"CONDITION"	"D002372"	"Cat-Scratch Disease"	924	"DISTINCT PERSON"
"CONDITION"	"D001404"	"Babesiosis"	1427	"DISTINCT PERSON"
"CONDITION"	"D001764"	"Blepharospasm"	6344	"DISTINCT PERSON"
"CONDITION"	"D004694"	"Endocardial Cushion Defects"	1745	"DISTINCT PERSON"
"CONDITION"	"D041761"	"Cholecystolithiasis"	30274	"DISTINCT PERSON"
"CONDITION"	"D001746"	"Bladder Exstrophy"	320	"DISTINCT PERSON"
"CONDITION"	"D001206"	"Ascorbic Acid Deficiency"	697	"DISTINCT PERSON"
"CONDITION"	"D002312"	"Cardiomyopathy, Hypertrophic"	5141	"DISTINCT PERSON"
"CONDITION"	"D000848"	"Anodontia"	1049	"DISTINCT PERSON"
"CONDITION"	"D009202"	"Cardiomyopathies"	68841	"DISTINCT PERSON"
"CONDITION"	"D001198"	"Ascaridiasis"	271	"DISTINCT PERSON"
"CONDITION"	"D000742"	"Anemia, Dyserythropoietic, Congenital"	183	"DISTINCT PERSON"
"CONDITION"	"D029481"	"Bronchitis, Chronic"	16797	"DISTINCT PERSON"
"CONDITION"	"D001991"	"Bronchitis"	411643	"DISTINCT PERSON"
"CONDITION"	"D006332"	"Cardiomegaly"	112335	"DISTINCT PERSON"
"CONDITION"	"C537945"	"Cerebral palsy, spastic, diplegic"	3610	"DISTINCT PERSON"
"CONDITION"	"D017824"	"Bone Cysts, Aneurysmal"	571	"DISTINCT PERSON"
"CONDITION"	"D000550"	"Amblyopia"	21559	"DISTINCT PERSON"
"CONDITION"	"D004886"	"Erysipelas"	1503	"DISTINCT PERSON"
"CONDITION"	"D004402"	"Dysautonomia, Familial"	282	"DISTINCT PERSON"
"CONDITION"	"C562950"	"Cleft Soft Palate"	190	"DISTINCT PERSON"
"CONDITION"	"D004066"	"Digestive System Diseases"	1450	"DISTINCT PERSON"
"CONDITION"	"D046789"	"Chondromalacia Patellae"	122893	"DISTINCT PERSON"
"CONDITION"	"D019970"	"Cocaine-Related Disorders"	432	"DISTINCT PERSON"
"CONDITION"	"D003047"	"Coccidioidomycosis"	696	"DISTINCT PERSON"
"CONDITION"	"D003384"	"Coxsackievirus Infections"	27587	"DISTINCT PERSON"
"CONDITION"	"D002051"	"Burkitt Lymphoma"	561	"DISTINCT PERSON"
"CONDITION"	"D002908"	"Chronic Disease"	123	"DISTINCT PERSON"
"CONDITION"	"D053684"	"De Quervain Disease"	34465	"DISTINCT PERSON"
"CONDITION"	"D001196"	"Ascariasis"	271	"DISTINCT PERSON"
"CONDITION"	"D003141"	"Communicable Diseases"	11681	"DISTINCT PERSON"
"CONDITION"	"D006043"	"Goiter, Endemic"	9641	"DISTINCT PERSON"
"CONDITION"	"D020209"	"Cranial Nerve Injuries"	160	"DISTINCT PERSON"
"CONDITION"	"D052018"	"Bulimia Nervosa"	7269	"DISTINCT PERSON"
"CONDITION"	"D053559"	"Corneal Dystrophy, Juvenile Epithelial of Meesmann"	519	"DISTINCT PERSON"
"CONDITION"	"D052178"	"Cephalopelvic Disproportion"	562	"DISTINCT PERSON"
"CONDITION"	"D003930"	"Diabetic Retinopathy"	572	"DISTINCT PERSON"
"CONDITION"	"D002561"	"Cerebrovascular Disorders"	16119	"DISTINCT PERSON"
"CONDITION"	"D002602"	"Chancroid"	310	"DISTINCT PERSON"
"CONDITION"	"D001477"	"Bartter Syndrome"	228	"DISTINCT PERSON"
"CONDITION"	"D005128"	"Eye Diseases"	38456	"DISTINCT PERSON"
"CONDITION"	"D003859"	"Dependent Personality Disorder"	1317	"DISTINCT PERSON"
"CONDITION"	"D002349"	"Carpal Tunnel Syndrome"	176758	"DISTINCT PERSON"
"CONDITION"	"D004065"	"Digestive System Abnormalities"	356	"DISTINCT PERSON"
"CONDITION"	"D003231"	"Conjunctivitis"	298579	"DISTINCT PERSON"
"CONDITION"	"D048909"	"Diabetes Complications"	3769	"DISTINCT PERSON"
"CONDITION"	"D002558"	"Cerebrospinal Fluid Otorrhea"	186	"DISTINCT PERSON"
"CONDITION"	"D006528"	"Carcinoma, Hepatocellular"	1246	"DISTINCT PERSON"
"CONDITION"	"D003639"	"Hearing Loss, Sudden"	8261	"DISTINCT PERSON"
"CONDITION"	"D005151"	"Facial Injuries"	8021	"DISTINCT PERSON"
"CONDITION"	"D001474"	"Bartonella Infections"	809	"DISTINCT PERSON"
"CONDITION"	"D001183"	"Arthus Reaction"	195	"DISTINCT PERSON"
"CONDITION"	"D018771"	"Arthralgia"	222067	"DISTINCT PERSON"
"CONDITION"	"D002805"	"Chondrocalcinosis"	1080	"DISTINCT PERSON"
"CONDITION"	"D001238"	"Asphyxia Neonatorum"	340	"DISTINCT PERSON"
"CONDITION"	"D004314"	"Down Syndrome"	9278	"DISTINCT PERSON"
"CONDITION"	"D003320"	"Corneal Ulcer"	10827	"DISTINCT PERSON"
"CONDITION"	"D003586"	"Cytomegalovirus Infections"	2552	"DISTINCT PERSON"
"CONDITION"	"D002128"	"Calcium Metabolism Disorders"	12362	"DISTINCT PERSON"
"CONDITION"	"D015535"	"Arthritis, Psoriatic"	32454	"DISTINCT PERSON"
"CONDITION"	"D003093"	"Colitis, Ulcerative"	139248	"DISTINCT PERSON"
"CONDITION"	"D001848"	"Bone Diseases, Developmental"	392	"DISTINCT PERSON"
"CONDITION"	"D016883"	"Diabetic Ketoacidosis"	365	"DISTINCT PERSON"
"CONDITION"	"D001928"	"Brain Diseases, Metabolic"	6200	"DISTINCT PERSON"
"CONDITION"	"D002781"	"Cholesteatoma"	4989	"DISTINCT PERSON"
"CONDITION"	"D001986"	"Bronchial Spasm"	89762	"DISTINCT PERSON"
"CONDITION"	"D000067454"	"Childhood-Onset Fluency Disorder"	3133	"DISTINCT PERSON"
"CONDITION"	"D015433"	"Glomerulonephritis, Membranous"	3665	"DISTINCT PERSON"
"CONDITION"	"D002832"	"Choroid Hemorrhage"	118	"DISTINCT PERSON"
"CONDITION"	"D020790"	"Diabetes Insipidus, Neurogenic"	3511	"DISTINCT PERSON"
"CONDITION"	"D019575"	"Blindness, Cortical"	574	"DISTINCT PERSON"
"CONDITION"	"D003236"	"Conjunctivitis, Viral"	21975	"DISTINCT PERSON"
"CONDITION"	"D021921"	"Aortic Stenosis, Supravalvular"	563	"DISTINCT PERSON"
"CONDITION"	"D057070"	"Cervical Rib"	521	"DISTINCT PERSON"
"CONDITION"	"D002100"	"Cachexia"	2875	"DISTINCT PERSON"
"CONDITION"	"D001982"	"Bronchial Diseases"	8491	"DISTINCT PERSON"
"CONDITION"	"D001996"	"Bronchopneumonia"	13847	"DISTINCT PERSON"
"CONDITION"	"D003085"	"Colic"	7070	"DISTINCT PERSON"
"CONDITION"	"D002690"	"Chlamydia Infections"	18503	"DISTINCT PERSON"
"CONDITION"	"C562745"	"Corneal Dystrophy, Posterior Polymorphous, 1"	580	"DISTINCT PERSON"
"CONDITION"	"D002311"	"Cardiomyopathy, Dilated"	7221	"DISTINCT PERSON"
"CONDITION"	"D003928"	"Diabetic Nephropathies"	2851	"DISTINCT PERSON"
"CONDITION"	"D005832"	"Genital Diseases, Male"	92367	"DISTINCT PERSON"
"CONDITION"	"D016110"	"Epidermolysis Bullosa Simplex"	136	"DISTINCT PERSON"
"CONDITION"	"D004927"	"Escherichia coli Infections"	14550	"DISTINCT PERSON"
"CONDITION"	"D020920"	"Dyssomnias"	19234	"DISTINCT PERSON"
"CONDITION"	"D004695"	"Endocardial Fibroelastosis"	247	"DISTINCT PERSON"
