"MESH_TYPE"	"MESH_SOURCE_CODE"	"MESH_SOURCE_NAME"	"RECORD_COUNT"	"RECORD_TYPE"
"CONDITION"	"D010483"	"Periapical Diseases"	631	"DISTINCT PERSON"
"CONDITION"	"D016112"	"Ichthyosis Vulgaris"	1103	"DISTINCT PERSON"
"CONDITION"	"D008268"	"Macular Degeneration"	6715	"DISTINCT PERSON"
"CONDITION"	"D061387"	"Chlamydial Pneumonia"	237	"DISTINCT PERSON"
"CONDITION"	"D008180"	"Lupus Erythematosus, Systemic"	37000	"DISTINCT PERSON"
"CONDITION"	"D011271"	"Pregnancy, Ectopic"	6088	"DISTINCT PERSON"
"CONDITION"	"D006850"	"Hydrocephalus, Normal Pressure"	962	"DISTINCT PERSON"
"CONDITION"	"D017699"	"Pelvic Pain"	388157	"DISTINCT PERSON"
"CONDITION"	"D001658"	"Biliary Fistula"	213	"DISTINCT PERSON"
"CONDITION"	"D026681"	"Vitamin B 6 Deficiency"	2030	"DISTINCT PERSON"
"CONDITION"	"D005627"	"Frostbite"	159	"DISTINCT PERSON"
"CONDITION"	"D013202"	"Staphylococcal Food Poisoning"	121	"DISTINCT PERSON"
"CONDITION"	"D004827"	"Epilepsy"	5481	"DISTINCT PERSON"
"CONDITION"	"D001927"	"Brain Diseases"	65816	"DISTINCT PERSON"
"CONDITION"	"D002546"	"Ischemic Attack, Transient"	40736	"DISTINCT PERSON"
"CONDITION"	"D020205"	"Skull Fracture, Basilar"	665	"DISTINCT PERSON"
"CONDITION"	"D003919"	"Diabetes Insipidus"	3597	"DISTINCT PERSON"
"CONDITION"	"D009759"	"Nystagmus, Pathologic"	6545	"DISTINCT PERSON"
"CONDITION"	"D014646"	"Varicocele"	24338	"DISTINCT PERSON"
"CONDITION"	"D014202"	"Tremor"	37328	"DISTINCT PERSON"
"CONDITION"	"D001201"	"Ascites"	35451	"DISTINCT PERSON"
"CONDITION"	"D004823"	"Epididymitis"	28620	"DISTINCT PERSON"
"CONDITION"	"D006998"	"Hypochondriasis"	955	"DISTINCT PERSON"
"CONDITION"	"D001008"	"Anxiety Disorders"	1273626	"DISTINCT PERSON"
"CONDITION"	"D000152"	"Acne Vulgaris"	569707	"DISTINCT PERSON"
"CONDITION"	"D011656"	"Pulmonary Emphysema"	31896	"DISTINCT PERSON"
"CONDITION"	"D003141"	"Communicable Diseases"	19083	"DISTINCT PERSON"
"CONDITION"	"D002547"	"Cerebral Palsy"	14678	"DISTINCT PERSON"
"CONDITION"	"D020139"	"Gastroschisis"	307	"DISTINCT PERSON"
"CONDITION"	"C580174"	"Huntington Disease-Like Syndrome"	625	"DISTINCT PERSON"
"CONDITION"	"D009421"	"Nervous System Malformations"	2209	"DISTINCT PERSON"
"CONDITION"	"D020212"	"Carotid Artery Injuries"	174	"DISTINCT PERSON"
"CONDITION"	"D012562"	"Schizophrenia, Disorganized"	372	"DISTINCT PERSON"
"CONDITION"	"D003920"	"Diabetes Mellitus"	18144	"DISTINCT PERSON"
"CONDITION"	"D001183"	"Arthus Reaction"	124	"DISTINCT PERSON"
"CONDITION"	"D003218"	"Condylomata Acuminata"	47384	"DISTINCT PERSON"
"CONDITION"	"D054144"	"Heart Failure, Diastolic"	9870	"DISTINCT PERSON"
"CONDITION"	"D009494"	"Neurosyphilis"	330	"DISTINCT PERSON"
"CONDITION"	"D020047"	"Rectocele"	18296	"DISTINCT PERSON"
"CONDITION"	"D016750"	"Stiff-Person Syndrome"	359	"DISTINCT PERSON"
"CONDITION"	"D018813"	"Multiple Endocrine Neoplasia Type 2a"	314	"DISTINCT PERSON"
"CONDITION"	"D012223"	"Rhinitis, Vasomotor"	42333	"DISTINCT PERSON"
"CONDITION"	"D055732"	"Pulmonary Aspergillosis"	349	"DISTINCT PERSON"
"CONDITION"	"D012587"	"Scimitar Syndrome"	370	"DISTINCT PERSON"
"CONDITION"	"D009325"	"Nausea"	441868	"DISTINCT PERSON"
"CONDITION"	"D017036"	"Epilepsia Partialis Continua"	1547	"DISTINCT PERSON"
"CONDITION"	"D020184"	"Night Terrors"	2824	"DISTINCT PERSON"
"CONDITION"	"D013592"	"Syphilis, Latent"	1359	"DISTINCT PERSON"
"CONDITION"	"D014653"	"Vascular Headaches"	19683	"DISTINCT PERSON"
"CONDITION"	"D000417"	"Albinism"	377	"DISTINCT PERSON"
"CONDITION"	"D014901"	"West Nile Fever"	233	"DISTINCT PERSON"
"CONDITION"	"D016891"	"Polycystic Kidney, Autosomal Dominant"	4151	"DISTINCT PERSON"
"CONDITION"	"D003074"	"Solitary Pulmonary Nodule"	89042	"DISTINCT PERSON"
"CONDITION"	"D017444"	"Skin Diseases, Papulosquamous"	5511	"DISTINCT PERSON"
"CONDITION"	"C537458"	"Meralgia paresthetica"	10701	"DISTINCT PERSON"
"CONDITION"	"D005331"	"Fetomaternal Transfusion"	188	"DISTINCT PERSON"
"CONDITION"	"D046789"	"Chondromalacia Patellae"	99324	"DISTINCT PERSON"
"CONDITION"	"D012749"	"Sexually Transmitted Diseases"	18591	"DISTINCT PERSON"
"CONDITION"	"D003453"	"Cryptococcosis"	149	"DISTINCT PERSON"
"CONDITION"	"D002602"	"Chancroid"	161	"DISTINCT PERSON"
"CONDITION"	"D018258"	"Herpesvirus 2, Human"	11559	"DISTINCT PERSON"
"CONDITION"	"D001342"	"Autonomic Nervous System Diseases"	9526	"DISTINCT PERSON"
"CONDITION"	"D009069"	"Movement Disorders"	7434	"DISTINCT PERSON"
"CONDITION"	"D004844"	"Epistaxis"	95244	"DISTINCT PERSON"
"CONDITION"	"D012257"	"Riboflavin Deficiency"	551	"DISTINCT PERSON"
"CONDITION"	"D007594"	"Joint Loose Bodies"	965	"DISTINCT PERSON"
"CONDITION"	"D017544"	"Aortic Aneurysm, Abdominal"	1213	"DISTINCT PERSON"
"CONDITION"	"D003607"	"Dacryocystitis"	2677	"DISTINCT PERSON"
"CONDITION"	"D007011"	"Hypoparathyroidism"	6965	"DISTINCT PERSON"
"CONDITION"	"D006791"	"Hostility"	270	"DISTINCT PERSON"
"CONDITION"	"D058499"	"Retinal Dystrophies"	4144	"DISTINCT PERSON"
"CONDITION"	"D020896"	"Hypovolemia"	21365	"DISTINCT PERSON"
"CONDITION"	"D017675"	"CREST Syndrome"	1877	"DISTINCT PERSON"
"CONDITION"	"C562406"	"Bladder Diverticulum"	1748	"DISTINCT PERSON"
"CONDITION"	"D014063"	"Tongue, Fissured"	196	"DISTINCT PERSON"
"CONDITION"	"D011087"	"Polycythemia Vera"	7449	"DISTINCT PERSON"
"CONDITION"	"D054141"	"Ventricular Flutter"	281	"DISTINCT PERSON"
"CONDITION"	"D006986"	"Hypervitaminosis A"	110	"DISTINCT PERSON"
"CONDITION"	"D008303"	"Malignant Carcinoid Syndrome"	1293	"DISTINCT PERSON"
"CONDITION"	"D008219"	"Lymphogranuloma Venereum"	119	"DISTINCT PERSON"
"CONDITION"	"D058447"	"Eye Pain"	66535	"DISTINCT PERSON"
"CONDITION"	"D012585"	"Sciatica"	195250	"DISTINCT PERSON"
"CONDITION"	"C562401"	"Pseudopapilledema"	4575	"DISTINCT PERSON"
"CONDITION"	"D003963"	"Diaper Rash"	62268	"DISTINCT PERSON"
"CONDITION"	"D007230"	"Infant, Low Birth Weight"	8994	"DISTINCT PERSON"
"CONDITION"	"D013733"	"Testicular Diseases"	2072	"DISTINCT PERSON"
"CONDITION"	"D012515"	"Mast-Cell Sarcoma"	401	"DISTINCT PERSON"
"CONDITION"	"D012909"	"Snake Bites"	323	"DISTINCT PERSON"
"CONDITION"	"D013285"	"Strabismus"	227	"DISTINCT PERSON"
"CONDITION"	"D010411"	"Penile Induration"	8551	"DISTINCT PERSON"
"CONDITION"	"D016066"	"Pleural Effusion, Malignant"	2730	"DISTINCT PERSON"
"CONDITION"	"D013959"	"Thyroid Diseases"	101796	"DISTINCT PERSON"
"CONDITION"	"D006029"	"Glycosuria"	11508	"DISTINCT PERSON"
"CONDITION"	"D001028"	"Aortopulmonary Septal Defect"	101	"DISTINCT PERSON"
"CONDITION"	"D011528"	"Protozoan Infections"	179	"DISTINCT PERSON"
"CONDITION"	"D018798"	"Anemia, Iron-Deficiency"	294506	"DISTINCT PERSON"
"CONDITION"	"D048909"	"Diabetes Complications"	6089	"DISTINCT PERSON"
"CONDITION"	"D046110"	"Hypertension, Pregnancy-Induced"	29190	"DISTINCT PERSON"
"CONDITION"	"D013217"	"Starvation"	716	"DISTINCT PERSON"
"CONDITION"	"D051303"	"Trigeminal Autonomic Cephalalgias"	819	"DISTINCT PERSON"
"CONDITION"	"D055953"	"Microscopic Polyangiitis"	272	"DISTINCT PERSON"
"CONDITION"	"D014811"	"Vitamin E Deficiency"	717	"DISTINCT PERSON"
"CONDITION"	"D003235"	"Conjunctivitis, Inclusion"	133	"DISTINCT PERSON"
"CONDITION"	"D001660"	"Biliary Tract Diseases"	18248	"DISTINCT PERSON"
"CONDITION"	"D006528"	"Carcinoma, Hepatocellular"	2928	"DISTINCT PERSON"
"CONDITION"	"D002971"	"Cleft Lip"	1003	"DISTINCT PERSON"
"CONDITION"	"D024821"	"Metabolic Syndrome X"	94858	"DISTINCT PERSON"
"CONDITION"	"D012594"	"Scleroderma, Localized"	3234	"DISTINCT PERSON"
"CONDITION"	"D010916"	"Pityriasis Rubra Pilaris"	358	"DISTINCT PERSON"
"CONDITION"	"D006232"	"Hand, Foot and Mouth Disease"	67060	"DISTINCT PERSON"
"CONDITION"	"C562950"	"Cleft Soft Palate"	517	"DISTINCT PERSON"
"CONDITION"	"D007724"	"Vulvar Lichen Sclerosus"	6263	"DISTINCT PERSON"
"CONDITION"	"D004714"	"Endometrial Hyperplasia"	14015	"DISTINCT PERSON"
"CONDITION"	"D028921"	"Biotinidase Deficiency"	5227	"DISTINCT PERSON"
"CONDITION"	"D061221"	"Trigeminal Nerve Injuries"	295	"DISTINCT PERSON"
"CONDITION"	"D033301"	"Deciduoma"	149	"DISTINCT PERSON"
"CONDITION"	"D006947"	"Hyperkalemia"	53595	"DISTINCT PERSON"
"CONDITION"	"D015835"	"Ocular Motility Disorders"	1881	"DISTINCT PERSON"
"CONDITION"	"D012772"	"Shock, Septic"	7505	"DISTINCT PERSON"
"CONDITION"	"D005207"	"Fasciculation"	8541	"DISTINCT PERSON"
"CONDITION"	"D012557"	"Schizoid Personality Disorder"	274	"DISTINCT PERSON"
"CONDITION"	"D012600"	"Scoliosis"	76665	"DISTINCT PERSON"
"CONDITION"	"D001848"	"Bone Diseases, Developmental"	1307	"DISTINCT PERSON"
"CONDITION"	"D009914"	"Oral Submucous Fibrosis"	442	"DISTINCT PERSON"
"CONDITION"	"D014648"	"Varicose Veins"	12193	"DISTINCT PERSON"
"CONDITION"	"D011602"	"Psychophysiologic Disorders"	6335	"DISTINCT PERSON"
"CONDITION"	"D006959"	"Hyperoxaluria"	855	"DISTINCT PERSON"
"CONDITION"	"D001416"	"Back Pain"	56017	"DISTINCT PERSON"
"CONDITION"	"D007972"	"Leukoplakia, Oral"	5434	"DISTINCT PERSON"
"CONDITION"	"D010510"	"Periodontal Diseases"	2075	"DISTINCT PERSON"
"CONDITION"	"D004487"	"Edema"	159584	"DISTINCT PERSON"
"CONDITION"	"D003555"	"Cystinuria"	214	"DISTINCT PERSON"
"CONDITION"	"D018979"	"Myositis, Inclusion Body"	233	"DISTINCT PERSON"
"CONDITION"	"D005242"	"Fecal Incontinence"	18900	"DISTINCT PERSON"
"CONDITION"	"D004535"	"Ehlers-Danlos Syndrome"	6080	"DISTINCT PERSON"
"CONDITION"	"D000292"	"Pelvic Inflammatory Disease"	11170	"DISTINCT PERSON"
"CONDITION"	"D013224"	"Status Asthmaticus"	12017	"DISTINCT PERSON"
"CONDITION"	"D006463"	"Hemolytic-Uremic Syndrome"	505	"DISTINCT PERSON"
"CONDITION"	"D007174"	"Disruptive, Impulse Control, and Conduct Disorders"	5888	"DISTINCT PERSON"
"CONDITION"	"D017733"	"Leukoplakia, Hairy"	108	"DISTINCT PERSON"
"CONDITION"	"D001049"	"Apnea"	14687	"DISTINCT PERSON"
"CONDITION"	"D013182"	"Sprue, Tropical"	325	"DISTINCT PERSON"
"CONDITION"	"D000756"	"Anemia, Sideroblastic"	936	"DISTINCT PERSON"
"CONDITION"	"D006391"	"Hemangioma"	45195	"DISTINCT PERSON"
"CONDITION"	"D005124"	"Eye Abnormalities"	1214	"DISTINCT PERSON"
"CONDITION"	"D010181"	"Pancreatic Cyst"	7437	"DISTINCT PERSON"
"CONDITION"	"D011535"	"Prune Belly Syndrome"	162	"DISTINCT PERSON"
"CONDITION"	"D009386"	"Neoplastic Syndromes, Hereditary"	167	"DISTINCT PERSON"
"CONDITION"	"D011681"	"Pupil Disorders"	397	"DISTINCT PERSON"
"CONDITION"	"C557675"	"Congenital tracheomalacia"	904	"DISTINCT PERSON"
"CONDITION"	"D008883"	"Miliaria"	883	"DISTINCT PERSON"
"CONDITION"	"D002006"	"Brucellosis"	143	"DISTINCT PERSON"
"CONDITION"	"D001165"	"Arteriovenous Malformations"	1747	"DISTINCT PERSON"
"CONDITION"	"D017497"	"Hidradenitis Suppurativa"	26248	"DISTINCT PERSON"
"CONDITION"	"D010267"	"Parapsoriasis"	461	"DISTINCT PERSON"
"CONDITION"	"D017789"	"Granuloma, Pyogenic"	13315	"DISTINCT PERSON"
"CONDITION"	"D003310"	"Cor Triatriatum"	131	"DISTINCT PERSON"
"CONDITION"	"C536209"	"Congenital central hypoventilation syndrome"	271	"DISTINCT PERSON"
"CONDITION"	"D005543"	"Forearm Injuries"	16001	"DISTINCT PERSON"
"CONDITION"	"D002590"	"Cestode Infections"	194	"DISTINCT PERSON"
"CONDITION"	"D013036"	"Spasms, Infantile"	880	"DISTINCT PERSON"
"CONDITION"	"C562486"	"Perifolliculitis Capitis Abscedens Et Suffodiens, Familial"	2076	"DISTINCT PERSON"
"CONDITION"	"D018458"	"Persistent Vegetative State"	170	"DISTINCT PERSON"
"CONDITION"	"D002690"	"Chlamydia Infections"	17938	"DISTINCT PERSON"
"CONDITION"	"D012791"	"Shy-Drager Syndrome"	1330	"DISTINCT PERSON"
"CONDITION"	"D006988"	"Hyphema"	1664	"DISTINCT PERSON"
"CONDITION"	"D014277"	"Trigeminal Neuralgia"	14239	"DISTINCT PERSON"
"CONDITION"	"D000690"	"Amyotrophic Lateral Sclerosis"	1255	"DISTINCT PERSON"
"CONDITION"	"D010048"	"Ovarian Cysts"	208907	"DISTINCT PERSON"
"CONDITION"	"D004820"	"Epidermolysis Bullosa"	1407	"DISTINCT PERSON"
"CONDITION"	"D038062"	"Upper Extremity Deformities, Congenital"	2292	"DISTINCT PERSON"
"CONDITION"	"D008064"	"Lipidoses"	5236	"DISTINCT PERSON"
"CONDITION"	"D015299"	"Discitis"	2513	"DISTINCT PERSON"
"CONDITION"	"D001282"	"Atrial Flutter"	22675	"DISTINCT PERSON"
"CONDITION"	"D011024"	"Pneumonia, Viral"	6339	"DISTINCT PERSON"
"CONDITION"	"D003928"	"Diabetic Nephropathies"	5591	"DISTINCT PERSON"
"CONDITION"	"D002305"	"Cardiac Tamponade"	884	"DISTINCT PERSON"
"CONDITION"	"D006417"	"Hematuria"	270747	"DISTINCT PERSON"
"CONDITION"	"D009260"	"Nail Diseases"	37172	"DISTINCT PERSON"
"CONDITION"	"D020433"	"Trigeminal Nerve Diseases"	2142	"DISTINCT PERSON"
"CONDITION"	"D013342"	"Stuttering"	520	"DISTINCT PERSON"
"CONDITION"	"D001064"	"Appendicitis"	16525	"DISTINCT PERSON"
"CONDITION"	"D010146"	"Pain"	149889	"DISTINCT PERSON"
"CONDITION"	"D013705"	"Temporomandibular Joint Disorders"	43865	"DISTINCT PERSON"
"CONDITION"	"D013203"	"Staphylococcal Infections"	13121	"DISTINCT PERSON"
"CONDITION"	"D005756"	"Gastritis"	235397	"DISTINCT PERSON"
"CONDITION"	"D010263"	"Paraphimosis"	634	"DISTINCT PERSON"
"CONDITION"	"D012805"	"Sickle Cell Trait"	9493	"DISTINCT PERSON"
"CONDITION"	"D014397"	"Tuberculosis, Pulmonary"	1865	"DISTINCT PERSON"
"CONDITION"	"D013009"	"Somnambulism"	2025	"DISTINCT PERSON"
"CONDITION"	"D001072"	"Apraxias"	4401	"DISTINCT PERSON"
"CONDITION"	"D056684"	"Yellow Nail Syndrome"	216	"DISTINCT PERSON"
"CONDITION"	"D020434"	"Abducens Nerve Diseases"	2723	"DISTINCT PERSON"
"CONDITION"	"D008337"	"Mandibular Fractures"	854	"DISTINCT PERSON"
"CONDITION"	"D060486"	"Ophthalmoplegic Migraine"	5734	"DISTINCT PERSON"
"CONDITION"	"D011711"	"Pyoderma"	7910	"DISTINCT PERSON"
"CONDITION"	"D016697"	"Herpes Zoster Oticus"	853	"DISTINCT PERSON"
"CONDITION"	"D001998"	"Bronchopulmonary Sequestration"	146	"DISTINCT PERSON"
"CONDITION"	"D007570"	"Jaw Cysts"	2465	"DISTINCT PERSON"
"CONDITION"	"D003192"	"Compulsive Behavior"	2013	"DISTINCT PERSON"
"CONDITION"	"D001145"	"Arrhythmias, Cardiac"	123068	"DISTINCT PERSON"
"CONDITION"	"D012488"	"Salpingitis"	715	"DISTINCT PERSON"
"CONDITION"	"D056735"	"Autoimmune Lymphoproliferative Syndrome"	441	"DISTINCT PERSON"
"CONDITION"	"D052439"	"Lipid Metabolism Disorders"	42903	"DISTINCT PERSON"
"CONDITION"	"D007752"	"Obstetric Labor, Premature"	20822	"DISTINCT PERSON"
"CONDITION"	"D003288"	"Contusions"	56445	"DISTINCT PERSON"
"CONDITION"	"D004774"	"Entropion"	407	"DISTINCT PERSON"
"CONDITION"	"D006505"	"Hepatitis"	13895	"DISTINCT PERSON"
"CONDITION"	"C531698"	"Intestinal helminthiasis"	299	"DISTINCT PERSON"
"CONDITION"	"D055370"	"Lung Injury"	231	"DISTINCT PERSON"
"CONDITION"	"D017513"	"Lichen Nitidus"	825	"DISTINCT PERSON"
"CONDITION"	"D007567"	"Jaundice, Neonatal"	53865	"DISTINCT PERSON"
